# IRT File
9439   # Number of Samples
17 , 08 , 13 , 00 , 15 , 49 , 0 , -101.01 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 15 , 54 , 0 , -99.94 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 15 , 59 , 0 , -99.46 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 04 , 0 , -100.07 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 09 , 0 , -99.28 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 14 , 0 , -98.95 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 19 , 0 , -102.44 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 44 , 0 , -103.75 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 50 , 0 , -98.90 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 54 , 0 , -98.72 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 16 , 59 , 0 , -100.57 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 04 , 0 , -98.23 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 09 , 0 , -98.27 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 14 , 0 , -99.30 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 19 , 0 , -99.58 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 24 , 0 , -98.82 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 29 , 0 , -98.83 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 34 , 0 , -99.21 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 17 , 39 , 0 , -98.74 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 04 , 0 , -100.53 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 10 , 0 , -98.74 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 14 , 0 , -100.76 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 19 , 0 , -98.13 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 24 , 0 , -98.06 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 29 , 0 , -98.09 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 34 , 0 , -100.87 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 39 , 0 , -98.09 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 44 , 0 , -102.33 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 50 , 0 , -98.53 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 54 , 0 , -98.58 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 18 , 59 , 0 , -99.20 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 24 , 0 , -100.74 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 29 , 0 , -98.86 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 35 , 0 , -100.48 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 40 , 0 , -99.04 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 45 , 0 , -99.14 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 50 , 0 , -99.99 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 19 , 55 , 0 , -98.55 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 00 , 0 , -101.22 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 05 , 0 , -99.43 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 10 , 0 , -99.37 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 15 , 0 , -102.84 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 20 , 0 , -98.87 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 46 , 0 , -100.68 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 51 , 0 , -102.76 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 20 , 56 , 0 , -99.98 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 01 , 0 , -100.17 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 06 , 0 , -99.84 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 11 , 0 , -99.12 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 16 , 0 , -98.37 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 21 , 0 , -98.55 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 25 , 0 , -102.03 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 31 , 0 , -98.65 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 36 , 0 , -98.25 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 21 , 41 , 0 , -100.42 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 07 , 0 , -98.34 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 12 , 0 , -99.56 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 16 , 0 , -99.61 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 21 , 0 , -98.14 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 26 , 0 , -99.01 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 31 , 0 , -98.21 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 36 , 0 , -98.61 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 41 , 0 , -99.13 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 47 , 0 , -100.90 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 51 , 0 , -101.02 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 22 , 56 , 0 , -99.56 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 01 , 0 , -99.51 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 28 , 0 , -99.60 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 33 , 0 , -98.04 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 38 , 0 , -98.33 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 43 , 0 , -98.61 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 47 , 0 , -99.14 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 53 , 0 , -98.88 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 23 , 58 , 0 , -102.24 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 03 , 0 , -99.40 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 07 , 0 , -99.34 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 12 , 0 , -99.18 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 18 , 0 , -100.13 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 23 , 0 , -100.11 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 49 , 0 , -99.09 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 54 , 0 , -98.19 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 24 , 59 , 0 , -101.52 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 04 , 0 , -98.33 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 09 , 0 , -98.33 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 14 , 0 , -98.74 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 19 , 0 , -98.43 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 24 , 0 , -98.87 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 29 , 0 , -98.46 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 34 , 0 , -100.77 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 39 , 0 , -98.91 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 25 , 44 , 0 , -101.01 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 26 , 10 , 0 , -99.63 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 26 , 15 , 0 , -98.59 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 26 , 21 , 0 , -99.97 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 26 , 25 , 0 , -100.06 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 26 , 31 , 0 , -98.42 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 23 , 0 , -98.51 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 29 , 0 , -101.40 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 33 , 0 , -98.64 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 38 , 0 , -98.46 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 43 , 0 , -98.95 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 48 , 0 , -101.42 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 54 , 0 , -100.68 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 30 , 58 , 0 , -102.74 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 03 , 0 , -99.09 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 08 , 0 , -98.33 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 13 , 0 , -100.37 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 18 , 0 , -99.94 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 43 , 0 , -98.00 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 49 , 0 , -98.45 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 53 , 0 , -100.81 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 31 , 58 , 0 , -100.45 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 03 , 0 , -99.03 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 08 , 0 , -100.05 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 13 , 0 , -99.02 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 18 , 0 , -98.77 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 22 , 0 , -99.05 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 28 , 0 , -101.04 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 33 , 0 , -98.88 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 32 , 38 , 0 , -98.29 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 04 , 0 , -101.01 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 09 , 0 , -100.31 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 14 , 0 , -100.48 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 19 , 0 , -98.30 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 23 , 0 , -99.92 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 28 , 0 , -98.19 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 33 , 0 , -98.10 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 39 , 0 , -97.55 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 44 , 0 , -100.51 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 48 , 0 , -99.39 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 53 , 0 , -98.21 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 33 , 59 , 0 , -99.98 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 24 , 0 , -98.81 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 29 , 0 , -98.65 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 34 , 0 , -99.03 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 39 , 0 , -100.39 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 44 , 0 , -98.48 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 50 , 0 , -98.80 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 54 , 0 , -103.12 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 34 , 59 , 0 , -98.40 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 05 , 0 , -98.15 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 10 , 0 , -98.48 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 15 , 0 , -98.87 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 20 , 0 , -98.28 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 45 , 0 , -98.54 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 50 , 0 , -98.04 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 35 , 55 , 0 , -98.16 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 00 , 0 , -100.62 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 05 , 0 , -99.69 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 10 , 0 , -98.14 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 15 , 0 , -99.70 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 20 , 0 , -98.39 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 25 , 0 , -100.89 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 30 , 0 , -98.72 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 35 , 0 , -98.54 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 36 , 40 , 0 , -98.77 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 06 , 0 , -99.44 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 10 , 0 , -98.26 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 16 , 0 , -100.04 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 20 , 0 , -99.61 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 25 , 0 , -98.71 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 30 , 0 , -99.11 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 35 , 0 , -99.89 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 40 , 0 , -98.08 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 45 , 0 , -99.12 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 50 , 0 , -99.27 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 37 , 55 , 0 , -98.62 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 01 , 0 , -98.43 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 26 , 0 , -99.38 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 31 , 0 , -98.22 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 36 , 0 , -97.91 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 41 , 0 , -99.10 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 46 , 0 , -99.52 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 51 , 0 , -99.90 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 38 , 56 , 0 , -101.02 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 01 , 0 , -99.43 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 06 , 0 , -98.90 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 11 , 0 , -99.76 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 16 , 0 , -99.62 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 21 , 0 , -98.26 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 47 , 0 , -99.46 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 52 , 0 , -99.92 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 39 , 57 , 0 , -99.35 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 02 , 0 , -98.59 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 07 , 0 , -98.92 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 12 , 0 , -101.25 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 17 , 0 , -101.43 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 22 , 0 , -98.82 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 27 , 0 , -98.59 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 32 , 0 , -99.42 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 37 , 0 , -99.29 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 40 , 42 , 0 , -98.70 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 41 , 08 , 0 , -98.41 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 41 , 13 , 0 , -99.09 ,  89.80 , 180.00 
17 , 08 , 13 , 00 , 41 , 18 , 0 , -99.25 ,  89.80 , 180.00 
